"iso3c","date","SCI","SCI_rank"
"NPL",2011,63.3333333333333,85
"NGA",2017,63.3333333333333,87
"NGA",2018,63.3333333333333,80
"RWA",2005,63.3333333333333,72.5
"STP",2012,63.3333333333333,86.5
"STP",2018,63.3333333333333,80
"STP",2019,63.3333333333333,80.5
"SEN",2012,63.3333333333333,86.5
"SYC",2012,63.3333333333333,86.5
"KNA",2007,63.3333333333333,74.5
"LCA",2012,63.3333333333333,86.5
"LCA",2013,63.3333333333333,84
"SUR",2013,63.3333333333333,84
"SUR",2014,63.3333333333333,83.5
"TZA",2005,63.3333333333333,72.5
"TZA",2009,63.3333333333333,74
"TZA",2020,63.3333333333333,69.5
"TGO",2013,63.3333333333333,84
"TTO",2004,63.3333333333333,71
"MDV",2018,63.3333,82
"BEN",2020,62.2222666666667,71.5
"MOZ",2020,62.2222666666667,71.5
"SUR",2015,62.2222666666667,86
"BGD",2018,62.2222333333333,83.5
"BGD",2019,62.2222333333333,83
"BLZ",2016,62.2222333333333,89
"BLZ",2017,62.2222333333333,90
"BFA",2019,62.2222333333333,83
"BDI",2016,62.2222333333333,89
"ETH",2018,62.2222333333333,83.5
"LAO",2020,62.2222333333333,73.5
"LSO",2017,62.2222333333333,90
"MDG",2016,62.2222333333333,89
"TZA",2019,62.2222333333333,83
"TLS",2015,62.2222333333333,87
"TUN",2017,62.2222333333333,90
"VEN",2020,62.2222333333333,73.5
"DZA",2011,62.2222222222222,88.5
"BLZ",2007,62.2222222222222,78
"BLZ",2009,62.2222222222222,79
"BTN",2006,62.2222222222222,78
"BIH",2010,62.2222222222222,81.5
"BWA",2006,62.2222222222222,78
"BWA",2007,62.2222222222222,78
"BFA",2010,62.2222222222222,81.5
"CHN",2009,62.2222222222222,79
"GMB",2007,62.2222222222222,78
"GMB",2008,62.2222222222222,78.5
"GMB",2009,62.2222222222222,79
"GHA",2011,62.2222222222222,88.5
"GHA",2013,62.2222222222222,87.5
"GHA",2014,62.2222222222222,87
"GIN",2005,62.2222222222222,76.5
"HND",2004,62.2222222222222,73
"HND",2013,62.2222222222222,87.5
"KEN",2007,62.2222222222222,78
"KEN",2009,62.2222222222222,79
"KEN",2010,62.2222222222222,81.5
"LBN",2014,62.2222222222222,87
"LSO",2009,62.2222222222222,79
"MDG",2014,62.2222222222222,87
"MRT",2010,62.2222222222222,81.5
"MMR",2005,62.2222222222222,76.5
"NER",2009,62.2222222222222,79
"PRY",2005,62.2222222222222,76.5
"PRY",2006,62.2222222222222,78
"SYC",2014,62.2222222222222,87
"VCT",2006,62.2222222222222,78
"VCT",2007,62.2222222222222,78
"SYR",2008,62.2222222222222,78.5
"TTO",2014,62.2222222222222,87
"UGA",2009,62.2222222222222,79
"YEM",2006,62.2222222222222,78
"ZMB",2005,62.2222222222222,76.5
"ZMB",2012,62.2222222222222,90
"JAM",2018,62.2222,85
"ZWE",2015,62.2222,88
"SRB",2005,62.22,79
"FJI",2015,61.1111333333333,89
"JAM",2019,61.1111333333333,85
"MRT",2018,61.1111333333333,86
"MRT",2020,61.1111333333333,75
"BLZ",2008,61.1111111111111,83.5
"BLZ",2010,61.1111111111111,85.5
"BWA",2009,61.1111111111111,85
"BDI",2009,61.1111111111111,85
"TCD",2005,61.1111111111111,82
"TCD",2006,61.1111111111111,83.5
"CHN",2007,61.1111111111111,83.5
"CHN",2008,61.1111111111111,83.5
"CIV",2009,61.1111111111111,85
"SWZ",2008,61.1111111111111,83.5
"ETH",2014,61.1111111111111,90
"GMB",2005,61.1111111111111,82
"GIN",2007,61.1111111111111,83.5
"KEN",2011,61.1111111111111,91.5
"LSO",2007,61.1111111111111,83.5
"LSO",2008,61.1111111111111,83.5
"MDV",2009,61.1111111111111,85
"MLI",2008,61.1111111111111,83.5
"MRT",2006,61.1111111111111,83.5
"MRT",2007,61.1111111111111,83.5
"MMR",2006,61.1111111111111,83.5
"NPL",2013,61.1111111111111,89
"NER",2008,61.1111111111111,83.5
"RWA",2004,61.1111111111111,74
"STP",2010,61.1111111111111,85.5
"STP",2011,61.1111111111111,91.5
"SYC",2005,61.1111111111111,82
"SYC",2006,61.1111111111111,83.5
"KNA",2008,61.1111111111111,83.5
"KNA",2009,61.1111111111111,85
"KNA",2010,61.1111111111111,85.5
"KNA",2011,61.1111111111111,91.5
"LCA",2007,61.1111111111111,83.5
"SYR",2005,61.1111111111111,82
"SYR",2006,61.1111111111111,83.5
"TZA",2006,61.1111111111111,83.5
"TZA",2007,61.1111111111111,83.5
"UZB",2008,61.1111111111111,83.5
"UZB",2010,61.1111111111111,85.5
"UZB",2011,61.1111111111111,91.5
"ZWE",2005,61.1111111111111,82
"DZA",2017,61.1111,92
"ETH",2019,61.1111,86
"PAN",2020,61.1111,76
"LCA",2015,61.1111,90
"TTO",2016,61.1111,91
"UZB",2018,61.1111,87
"LCA",2018,61.1110666666667,88
"BTN",2020,60.0000333333333,77.5
"LBR",2017,60.0000333333333,93
"WSM",2019,60.0000333333333,87
"STP",2016,60.0000333333333,92
"SLE",2020,60.0000333333333,77.5
"TUN",2018,60.0000333333333,89
"ZMB",2015,60.0000333333333,91
"DZA",2007,60,88.5
"BGD",2020,60,80.5
"BIH",2020,60,80.5
"BWA",2010,60,88.5
"BFA",2009,60,88
"KHM",2018,60,90
"KHM",2019,60,88.5
"KHM",2020,60,80.5
"CMR",2012,60,91
"TCD",2004,60,76
"DMA",2005,60,87
"DMA",2006,60,88
"SWZ",2007,60,88.5
"SWZ",2013,60,90.5
"SWZ",2014,60,91.5
"HND",2005,60,87
"MLI",2020,60,80.5
"MRT",2013,60,90.5
"MNE",2008,60,88.5
"MMR",2004,60,76
"NGA",2007,60,88.5
"STP",2007,60,88.5
"STP",2008,60,88.5
"KNA",2006,60,88
"LCA",2005,60,87
"LCA",2006,60,88
"LCA",2010,60,88.5
"LCA",2011,60,95
"VCT",2005,60,87
"VCT",2016,60,93
"VCT",2019,60,88.5
"SYR",2011,60,95
"UGA",2004,60,76
"UZB",2005,60,87
"ZMB",2011,60,95
"ZMB",2014,60,91.5
"ZWE",2017,59.9999666666667,94
"ZWE",2018,59.9999666666667,91
"MRT",2016,58.8889333333333,94.5
"NAM",2016,58.8889333333333,94.5
"BLZ",2020,58.8889,84
"CIV",2015,58.8889,93
"DJI",2019,58.8889,90.5
"SWZ",2015,58.8889,93
"SWZ",2017,58.8889,95.5
"GIN",2019,58.8889,90.5
"MDG",2015,58.8889,93
"NIC",2018,58.8889,92.5
"SLE",2017,58.8889,95.5
"TUN",2020,58.8889,84
"VEN",2018,58.8889,92.5
"ZWE",2020,58.8889,84
"DZA",2008,58.8888888888889,91.5
"DZA",2010,58.8888888888889,91.5
"DZA",2012,58.8888888888889,93.5
"ATG",2014,58.8888888888889,95
"BLZ",2012,58.8888888888889,93.5
"BEN",2011,58.8888888888889,98.5
"CAF",2014,58.8888888888889,95
"CIV",2010,58.8888888888889,91.5
"GHA",2008,58.8888888888889,91.5
"GHA",2009,58.8888888888889,90
"GHA",2012,58.8888888888889,93.5
"GIN",2011,58.8888888888889,98.5
"GUY",2011,58.8888888888889,98.5
"GUY",2013,58.8888888888889,92.5
"GUY",2014,58.8888888888889,95
"HND",2006,58.8888888888889,90.5
"KEN",2005,58.8888888888889,90.5
"KEN",2006,58.8888888888889,90.5
"MRT",2014,58.8888888888889,95
"NAM",2004,58.8888888888889,78.5
"NAM",2005,58.8888888888889,90.5
"NAM",2007,58.8888888888889,91.5
"PRY",2004,58.8888888888889,78.5
"SYC",2010,58.8888888888889,91.5
"SLE",2013,58.8888888888889,92.5
"SLE",2014,58.8888888888889,95
"TON",2009,58.8888888888889,90
"TON",2010,58.8888888888889,91.5
"TON",2011,58.8888888888889,98.5
"TON",2012,58.8888888888889,93.5
"VUT",2008,58.8888888888889,91.5
"ZMB",2007,58.8888888888889,91.5
"ZMB",2008,58.8888888888889,91.5
"ZMB",2009,58.8888888888889,90
"FJI",2016,58.8888666666667,96
"LCA",2019,58.8888666666667,92
"STP",2020,57.7778333333333,86
"AFG",2020,57.7778,88
"ATG",2015,57.7778,95
"ATG",2016,57.7778,98
"BDI",2018,57.7778,94.5
"FJI",2019,57.7778,93.5
"GUY",2016,57.7778,98
"KEN",2019,57.7778,93.5
"KEN",2020,57.7778,88
"LSO",2016,57.7778,98
"MLI",2018,57.7778,94.5
"WSM",2017,57.7778,97
"WSM",2020,57.7778,88
"DZA",2009,57.7777777777778,93
"BLZ",2013,57.7777777777778,95.5
"BEN",2007,57.7777777777778,95
"BEN",2012,57.7777777777778,98
"BTN",2005,57.7777777777778,92.5
"BTN",2007,57.7777777777778,95
"BIH",2009,57.7777777777778,93
"BDI",2013,57.7777777777778,95.5
"CAF",2012,57.7777777777778,98
"CAF",2013,57.7777777777778,95.5
"CHN",2006,57.7777777777778,93.5
"GIN",2006,57.7777777777778,93.5
"GIN",2010,57.7777777777778,95
"GIN",2012,57.7777777777778,98
"KEN",2012,57.7777777777778,98
"MLI",2005,57.7777777777778,92.5
"MRT",2008,57.7777777777778,95.5
"MNE",2007,57.7777777777778,95
"MNE",2010,57.7777777777778,95
"MMR",2007,57.7777777777778,95
"MMR",2008,57.7777777777778,95.5
"NAM",2011,57.7777777777778,101
"LCA",2008,57.7777777777778,95.5
"SYR",2004,57.7777777777778,81
"TON",2008,57.7777777777778,95.5
"UZB",2004,57.7777777777778,81
"UZB",2006,57.7777777777778,93.5
"UZB",2007,57.7777777777778,95
"UZB",2009,57.7777777777778,93
"UZB",2012,57.7777777777778,98
"UZB",2013,57.7777777777778,95.5
"ZMB",2010,57.7777777777778,95
"ZWE",2004,57.7777777777778,81
"ZWE",2006,57.7777777777778,93.5
"ZWE",2014,57.7777777777778,98
"BDI",2020,57.7777666666667,91.5
"COD",2015,57.7777666666667,96
"DJI",2020,57.7777666666667,91.5
"DMA",2016,57.7777666666667,100.5
"DMA",2017,57.7777666666667,99
"GRD",2019,57.7777666666667,96
"GNB",2019,57.7777666666667,96
"KEN",2017,57.7777666666667,99
"LBR",2016,57.7777666666667,100.5
"LBR",2018,57.7777666666667,96
"LBR",2020,57.7777666666667,91.5
"LCA",2017,57.7777666666667,99
"SUR",2020,57.7777666666667,91.5
"VEN",2019,57.7777666666667,96
"CMR",2018,56.6667,97.5
"CMR",2019,56.6667,98.5
"GUY",2015,56.6667,97
"HND",2019,56.6667,98.5
"MRT",2017,56.6667,101
"WSM",2018,56.6667,97.5
"BLZ",2011,56.6666666666667,103
"BEN",2005,56.6666666666667,95
"BEN",2008,56.6666666666667,99.5
"BEN",2009,56.6666666666667,97
"BIH",2008,56.6666666666667,99.5
"CMR",2013,56.6666666666667,99
"CMR",2014,56.6666666666667,99.5
"CAF",2011,56.6666666666667,103
"TCD",2010,56.6666666666667,98
"COM",2005,56.6666666666667,95
"COM",2008,56.6666666666667,99.5
"COD",2014,56.6666666666667,99.5
"CIV",2013,56.6666666666667,99
"FJI",2009,56.6666666666667,97
"FJI",2020,56.6666666666667,95
"GRD",2006,56.6666666666667,96.5
"GRD",2018,56.6666666666667,99.5
"HND",2020,56.6666666666667,95
"LBN",2010,56.6666666666667,98
"MDG",2017,56.6666666666667,103
"MRT",2012,56.6666666666667,102
"MNE",2009,56.6666666666667,97
"NAM",2006,56.6666666666667,96.5
"NAM",2008,56.6666666666667,99.5
"NAM",2012,56.6666666666667,102
"NAM",2017,56.6666666666667,103
"NGA",2019,56.6666666666667,100.5
"SYC",2011,56.6666666666667,103
"KNA",2015,56.6666666666667,98.5
"LCA",2009,56.6666666666667,97
"LCA",2020,56.6666666666667,95
"VCT",2017,56.6666666666667,103
"SYR",2007,56.6666666666667,98.5
"SYR",2010,56.6666666666667,98
"TGO",2012,56.6666666666667,102
"TON",2007,56.6666666666667,98.5
"TON",2018,56.6666666666667,99.5
"TON",2019,56.6666666666667,100.5
"TTO",2015,56.6666666666667,98.5
"VUT",2009,56.6666666666667,97
"YEM",2004,56.6666666666667,83
"YEM",2005,56.6666666666667,95
"ZMB",2013,56.6666666666667,99
"ZWE",2019,56.6666333333333,102
"MDG",2019,55.5556,103
"YEM",2015,55.5556,100
"DZA",2016,55.5555666666667,103
"BDI",2015,55.5555666666667,102
"CMR",2015,55.5555666666667,102
"SWZ",2016,55.5555666666667,103
"GIN",2016,55.5555666666667,103
"GIN",2018,55.5555666666667,102
"SLE",2018,55.5555666666667,102
"SLE",2019,55.5555666666667,104.5
"SLB",2020,55.5555666666667,97
"VCT",2015,55.5555666666667,102
"ZMB",2018,55.5555666666667,102
"ZMB",2019,55.5555666666667,104.5
"ATG",2013,55.5555555555556,101
"BLZ",2014,55.5555555555556,102.5
"BEN",2010,55.5555555555556,101
"BIH",2006,55.5555555555556,99.5
"BIH",2007,55.5555555555556,101.5
"CAF",2010,55.5555555555556,101
"COM",2006,55.5555555555556,99.5
"COM",2007,55.5555555555556,101.5
"DMA",2014,55.5555555555556,102.5
"GHA",2006,55.5555555555556,99.5
"GHA",2007,55.5555555555556,101.5
"GIN",2008,55.5555555555556,102.5
"GUY",2005,55.5555555555556,97.5
"GUY",2009,55.5555555555556,100.5
"GUY",2012,55.5555555555556,104
"MLI",2004,55.5555555555556,84.5
"MRT",2004,55.5555555555556,84.5
"WSM",2005,55.5555555555556,97.5
"VCT",2014,55.5555555555556,102.5
"SUR",2007,55.5555555555556,101.5
"SUR",2008,55.5555555555556,102.5
"TLS",2010,55.5555555555556,101
"YEM",2009,55.5555555555556,100.5
"YEM",2014,55.5555555555556,102.5
"ZMB",2006,55.5555555555556,99.5
"GUY",2017,55.5555333333333,105
"GUY",2018,55.5555333333333,104
"KEN",2016,55.5555333333333,106
"MDV",2015,55.5555333333333,104.5
"MMR",2015,55.5555333333333,104.5
"MMR",2016,55.5555333333333,106
"ZWE",2016,55.5555333333333,106
"TCD",2016,54.4445,108
"DJI",2017,54.4445,106
"MDG",2020,54.4445,98.5
"SDN",2020,54.4445,98.5
"ATG",2017,54.4444666666667,107
"BLZ",2015,54.4444666666667,106
"TCD",2020,54.4444666666667,100.5
"DJI",2018,54.4444666666667,105.5
"JAM",2020,54.4444666666667,100.5
"MRT",2019,54.4444666666667,106
"WSM",2016,54.4444666666667,109
"SLB",2018,54.4444666666667,105.5
"AFG",2014,54.4444444444444,106.5
"DZA",2004,54.4444444444444,86
"BEN",2006,54.4444444444444,102.5
"BWA",2013,54.4444444444444,103
"BDI",2010,54.4444444444444,104
"BDI",2011,54.4444444444444,106.5
"BDI",2014,54.4444444444444,106.5
"TCD",2011,54.4444444444444,106.5
"COG",2009,54.4444444444444,103.5
"COG",2010,54.4444444444444,104
"FJI",2006,54.4444444444444,102.5
"GIN",2009,54.4444444444444,103.5
"GUY",2007,54.4444444444444,104.5
"KEN",2014,54.4444444444444,106.5
"LBN",2008,54.4444444444444,104.5
"LBN",2009,54.4444444444444,103.5
"MRT",2005,54.4444444444444,99.5
"NAM",2013,54.4444444444444,103
"SLE",2012,54.4444444444444,105.5
"KNA",2005,54.4444444444444,99.5
"KNA",2012,54.4444444444444,105.5
"VCT",2008,54.4444444444444,104.5
"VCT",2010,54.4444444444444,104
"SYR",2009,54.4444444444444,103.5
"TGO",2007,54.4444444444444,104.5
"TGO",2011,54.4444444444444,106.5
"UZB",2014,54.4444444444444,106.5
"ZWE",2011,54.4444444444444,106.5
"ZWE",2013,54.4444444444444,103
"GRD",2020,54.4444333333333,102.5
"KEN",2015,54.4444333333333,107
"LBR",2019,54.4444333333333,107
"TON",2020,54.4444333333333,102.5
"DZA",2015,53.3333666666667,108.5
"DJI",2016,53.3333666666667,110.5
"NAM",2018,53.3333666666667,107
"WSM",2015,53.3333666666667,108.5
"ZMB",2016,53.3333666666667,110.5
"ZMB",2020,53.3333666666667,104
"AFG",2013,53.3333333333333,106.5
"BEN",2004,53.3333333333333,88
"TCD",2009,53.3333333333333,107.5
"COM",2009,53.3333333333333,107.5
"DMA",2007,53.3333333333333,106
"DMA",2008,53.3333333333333,107
"DMA",2009,53.3333333333333,107.5
"DMA",2012,53.3333333333333,108.5
"FJI",2005,53.3333333333333,102
"FJI",2008,53.3333333333333,107
"FJI",2010,53.3333333333333,106.5
"GHA",2005,53.3333333333333,102
"GRD",2017,53.3333333333333,108
"GIN",2015,53.3333333333333,110
"GUY",2008,53.3333333333333,107
"GUY",2010,53.3333333333333,106.5
"HTI",2020,53.3333333333333,105.5
"MHL",2012,53.3333333333333,108.5
"MHL",2013,53.3333333333333,106.5
"MNE",2004,53.3333333333333,88
"MNE",2006,53.3333333333333,104.5
"NGA",2020,53.3333333333333,105.5
"WSM",2009,53.3333333333333,107.5
"WSM",2013,53.3333333333333,106.5
"WSM",2014,53.3333333333333,109.5
"SRB",2004,53.3333333333333,88
"SLB",2014,53.3333333333333,109.5
"KNA",2016,53.3333333333333,112
"VCT",2011,53.3333333333333,109.5
"VCT",2012,53.3333333333333,108.5
"VCT",2018,53.3333333333333,108
"TLS",2013,53.3333333333333,106.5
"TGO",2006,53.3333333333333,104.5
"TON",2005,53.3333333333333,102
"VUT",2011,53.3333333333333,109.5
"ZWE",2012,53.3333333333333,108.5
"PNG",2018,53.3333,109
"MNE",2005,52.2233333333333,104
"CAF",2015,52.2222666666667,111
"DMA",2015,52.2222333333333,112.5
"GIN",2017,52.2222333333333,110
"IRQ",2015,52.2222333333333,112.5
"IRQ",2017,52.2222333333333,110
"KEN",2018,52.2222333333333,110
"ZMB",2017,52.2222333333333,110
"AFG",2010,52.2222222222222,109.5
"DZA",2014,52.2222222222222,112
"BIH",2005,52.2222222222222,105.5
"BDI",2012,52.2222222222222,111.5
"CAF",2009,52.2222222222222,110.5
"TCD",2007,52.2222222222222,108
"COG",2007,52.2222222222222,108
"COG",2013,52.2222222222222,110.5
"DJI",2006,52.2222222222222,108
"FJI",2007,52.2222222222222,108
"GRD",2005,52.2222222222222,105.5
"GIN",2013,52.2222222222222,110.5
"GIN",2014,52.2222222222222,112
"GUY",2006,52.2222222222222,108
"KEN",2013,52.2222222222222,110.5
"MMR",2010,52.2222222222222,109.5
"NAM",2010,52.2222222222222,109.5
"PNG",2006,52.2222222222222,108
"WSM",2006,52.2222222222222,108
"SLE",2009,52.2222222222222,110.5
"SLE",2010,52.2222222222222,109.5
"KNA",2014,52.2222222222222,112
"SYR",2012,52.2222222222222,111.5
"TLS",2011,52.2222222222222,111
"TGO",2004,52.2222222222222,90
"TON",2006,52.2222222222222,108
"YEM",2013,52.2222222222222,110.5
"DZA",2019,52.2222,108
"MDV",2017,52.2222,113.5
"SLB",2017,52.2222,113.5
"TON",2016,52.2222,113
"TON",2017,52.2222,113.5
"VUT",2017,52.2222,113.5
"PNG",2019,52.2221666666667,109
"PNG",2020,52.2221666666667,107
"TCD",2018,51.1111333333333,111
"COD",2016,51.1111333333333,114.5
"GRD",2015,51.1111333333333,114.5
"GRD",2016,51.1111333333333,114.5
"NAM",2020,51.1111333333333,108
"NIC",2019,51.1111333333333,110
"UZB",2015,51.1111333333333,114.5
"AFG",2011,51.1111111111111,112.5
"DZA",2013,51.1111111111111,113.5
"ATG",2012,51.1111111111111,114
"BWA",2014,51.1111111111111,114
"CMR",2004,51.1111111111111,91.5
"TCD",2008,51.1111111111111,110
"COG",2006,51.1111111111111,112.5
"GHA",2004,51.1111111111111,91.5
"GRD",2013,51.1111111111111,113.5
"GNB",2012,51.1111111111111,114
"IRQ",2008,51.1111111111111,110
"MMR",2011,51.1111111111111,112.5
"WSM",2008,51.1111111111111,110
"WSM",2012,51.1111111111111,114
"STP",2005,51.1111111111111,107
"STP",2006,51.1111111111111,112.5
"VCT",2009,51.1111111111111,112
"SUR",2006,51.1111111111111,112.5
"TGO",2010,51.1111111111111,112.5
"VUT",2006,51.1111111111111,112.5
"ZWE",2007,51.1111111111111,110
"ZWE",2010,51.1111111111111,112.5
"AFG",2015,51.1111,117
"AFG",2016,51.1111,116
"AFG",2017,51.1111,116.5
"BWA",2018,51.1111,113
"BWA",2019,51.1111,111
"DMA",2018,51.1111,113
"GIN",2020,51.1111,109
"LBN",2018,51.1111,113
"LBR",2015,51.1111,117
"SDN",2015,51.1111,117
"UZB",2017,51.1111,116.5
"TCD",2019,50.0000333333333,112.5
"COG",2015,50.0000333333333,119
"COG",2016,50.0000333333333,117
"NAM",2019,50.0000333333333,112.5
"AFG",2012,50,117.5
"AFG",2018,50,116
"AFG",2019,50,115
"DZA",2018,50,116
"AGO",2012,50,117.5
"BIH",2004,50,93
"BWA",2020,50,110.5
"CMR",2005,50,110
"COM",2010,50,114
"COM",2011,50,115
"COD",2013,50,118
"COG",2011,50,115
"COG",2012,50,117.5
"DJI",2005,50,110
"DMA",2011,50,115
"DMA",2013,50,118
"DMA",2019,50,115
"GRD",2007,50,111.5
"GNB",2013,50,118
"GUY",2019,50,115
"HTI",2018,50,116
"IRQ",2012,50,117.5
"IRQ",2013,50,118
"IRQ",2016,50,119.5
"MDV",2016,50,119.5
"MMR",2013,50,118
"NAM",2009,50,113
"NGA",2005,50,110
"PNG",2016,50,119.5
"WSM",2007,50,111.5
"SLB",2013,50,118
"KNA",2013,50,118
"KNA",2017,50,118
"VCT",2020,50,110.5
"SUR",2005,50,110
"TGO",2005,50,110
"TON",2014,50,115
"VUT",2016,50,119.5
"DZA",2020,49.9999666666667,112
"BWA",2017,49.9999666666667,119
"AGO",2019,48.8889,117.5
"TCD",2017,48.8889,120.5
"COG",2017,48.8889,120.5
"COG",2018,48.8889,118
"GNB",2020,48.8889,113
"SLB",2019,48.8889,117.5
"AGO",2014,48.8888888888889,116.5
"BDI",2007,48.8888888888889,114
"BDI",2008,48.8888888888889,112.5
"COG",2008,48.8888888888889,112.5
"GNB",2011,48.8888888888889,118
"LBN",2005,48.8888888888889,113.5
"LBN",2006,48.8888888888889,115
"LBN",2007,48.8888888888889,114
"MMR",2009,48.8888888888889,114.5
"MMR",2012,48.8888888888889,120
"NAM",2014,48.8888888888889,116.5
"PNG",2005,48.8888888888889,113.5
"PNG",2009,48.8888888888889,114.5
"WSM",2010,48.8888888888889,115.5
"WSM",2011,48.8888888888889,118
"SLE",2011,48.8888888888889,118
"TKM",2004,48.8888888888889,94
"VUT",2007,48.8888888888889,114
"YEM",2010,48.8888888888889,115.5
"PLW",2016,48.8888666666667,122.5
"PLW",2018,48.8888666666667,119
"PLW",2019,48.8888666666667,119.5
"PLW",2020,48.8888666666667,114
"SLB",2015,48.8888666666667,120
"SLB",2016,48.8888666666667,122.5
"VUT",2019,48.8888666666667,119.5
"UZB",2016,48.8888333333333,124
"YEM",2016,47.7778333333333,125
"ATG",2019,47.7778,121
"HTI",2015,47.7778,121.5
"MDG",2018,47.7778,120
"NAM",2015,47.7778,121.5
"AGO",2011,47.7777777777778,120.5
"AGO",2013,47.7777777777778,122.5
"CAF",2008,47.7777777777778,114.5
"COG",2014,47.7777777777778,118.5
"GAB",2005,47.7777777777778,115
"GRD",2012,47.7777777777778,121.5
"HTI",2014,47.7777777777778,118.5
"LBR",2013,47.7777777777778,122.5
"NGA",2006,47.7777777777778,116
"PNG",2007,47.7777777777778,116.5
"SLE",2007,47.7777777777778,116.5
"TGO",2008,47.7777777777778,114.5
"TGO",2009,47.7777777777778,116
"VUT",2012,47.7777777777778,121.5
"YEM",2011,47.7777777777778,120.5
"AGO",2015,47.7777666666667,124
"COM",2019,47.7777666666667,123
"ETH",2020,47.7777666666667,116
"GNB",2017,47.7777666666667,122
"SYR",2015,47.7777666666667,124
"TON",2015,47.7777666666667,124
"TTO",2018,47.7777666666667,121.5
"TTO",2019,47.7777666666667,123
"TTO",2020,47.7777666666667,116
"TUV",2018,47.7777666666667,121.5
"TUV",2019,47.7777666666667,123
"TUV",2020,47.7777666666667,116
"CMR",2020,46.6667,118
"COD",2017,46.6667,123
"AFG",2009,46.6666666666667,118
"ATG",2008,46.6666666666667,117
"ATG",2011,46.6666666666667,123
"CIV",2014,46.6666666666667,122.5
"DJI",2012,46.6666666666667,124
"DJI",2013,46.6666666666667,125
"DJI",2015,46.6666666666667,126
"DMA",2010,46.6666666666667,117
"DMA",2020,46.6666666666667,119.5
"GRD",2008,46.6666666666667,117
"GRD",2009,46.6666666666667,118
"HTI",2019,46.6666666666667,125
"IRQ",2011,46.6666666666667,123
"IRQ",2014,46.6666666666667,122.5
"LBR",2014,46.6666666666667,122.5
"MHL",2011,46.6666666666667,123
"MHL",2014,46.6666666666667,122.5
"MMR",2014,46.6666666666667,122.5
"NIC",2020,46.6666666666667,119.5
"PNG",2004,46.6666666666667,95
"PNG",2014,46.6666666666667,122.5
"SLE",2008,46.6666666666667,117
"KNA",2018,46.6666666666667,123
"VCT",2013,46.6666666666667,125
"TLS",2012,46.6666666666667,124
"TON",2013,46.6666666666667,125
"TTO",2017,46.6666666666667,124
"TKM",2006,46.6666666666667,117
"YEM",2012,46.6666666666667,124
"ZWE",2009,46.6666666666667,118
"COM",2020,46.6666333333333,121
"AGO",2020,45.5555666666667,122.5
"COD",2018,45.5555666666667,124
"COG",2019,45.5555666666667,126.5
"GNQ",2016,45.5555666666667,126
"GNQ",2017,45.5555666666667,125
"GUY",2020,45.5555666666667,122.5
"PNG",2015,45.5555666666667,127.5
"SSD",2019,45.5555666666667,126.5
"VUT",2015,45.5555666666667,127.5
"AFG",2008,45.5555555555556,119.5
"AGO",2005,45.5555555555556,117
"AGO",2006,45.5555555555556,118
"AGO",2009,45.5555555555556,121
"AGO",2010,45.5555555555556,118.5
"BDI",2005,45.5555555555556,117
"DJI",2014,45.5555555555556,126
"GNB",2010,45.5555555555556,118.5
"IRQ",2007,45.5555555555556,118.5
"TLS",2009,45.5555555555556,121
"TKM",2005,45.5555555555556,117
"TKM",2007,45.5555555555556,118.5
"TKM",2008,45.5555555555556,119.5
"TKM",2009,45.5555555555556,121
"BWA",2015,45.5555333333333,129
"PLW",2017,45.5555333333333,126
"VUT",2018,45.5555333333333,125
"AGO",2017,45.5555,127
"ATG",2020,44.4444666666667,124
"KNA",2019,44.4444666666667,128
"YEM",2017,44.4444666666667,128
"ATG",2009,44.4444444444444,123
"BDI",2006,44.4444444444444,119
"CAF",2007,44.4444444444444,120
"COG",2005,44.4444444444444,119.5
"DJI",2010,44.4444444444444,120.5
"DJI",2011,44.4444444444444,126
"GAB",2004,44.4444444444444,96.5
"GRD",2011,44.4444444444444,126
"GRD",2014,44.4444444444444,127.5
"NGA",2004,44.4444444444444,96.5
"PNG",2008,44.4444444444444,121
"SDN",2010,44.4444444444444,120.5
"SDN",2011,44.4444444444444,126
"SYR",2014,44.4444444444444,127.5
"TKM",2012,44.4444444444444,126
"VUT",2005,44.4444444444444,119.5
"GNB",2015,44.4444333333333,130
"GNB",2018,44.4444333333333,126
"LBN",2019,44.4444333333333,129
"LBN",2020,44.4444333333333,125
"ATG",2018,43.3333333333333,127
"BDI",2004,43.3333333333333,98
"CAF",2005,43.3333333333333,121
"CAF",2006,43.3333333333333,120.5
"COM",2013,43.3333333333333,128.5
"COD",2011,43.3333333333333,128.5
"COD",2012,43.3333333333333,128
"DJI",2007,43.3333333333333,121
"GAB",2011,43.3333333333333,128.5
"GRD",2010,43.3333333333333,122
"GNB",2014,43.3333333333333,130.5
"XKX",2016,43.3333333333333,127
"XKX",2017,43.3333333333333,130
"LBR",2012,43.3333333333333,128
"FSM",2020,43.3333333333333,126
"PNG",2017,43.3333333333333,130
"SLE",2006,43.3333333333333,120.5
"SSD",2017,43.3333333333333,130
"SDN",2012,43.3333333333333,128
"SDN",2014,43.3333333333333,130.5
"SYR",2013,43.3333333333333,128.5
"TKM",2013,43.3333333333333,128.5
"TKM",2014,43.3333333333333,130.5
"VUT",2013,43.3333333333333,128.5
"VUT",2014,43.3333333333333,130.5
"GAB",2019,43.3333,130
"SSD",2020,43.3333,127
"YEM",2018,42.2222666666667,128
