"iso3c","date","SCI","SCI_rank"
"AGO",2018,42.2222333333333,130
"GNQ",2015,42.2222333333333,131
"FSM",2018,42.2222333333333,130
"SSD",2018,42.2222333333333,130
"AGO",2007,42.2222222222222,122
"AGO",2008,42.2222222222222,123
"ATG",2010,42.2222222222222,124.5
"COG",2004,42.2222222222222,99.5
"ERI",2006,42.2222222222222,122
"GAB",2013,42.2222222222222,131
"GAB",2014,42.2222222222222,133
"HTI",2010,42.2222222222222,124.5
"HTI",2011,42.2222222222222,130.5
"LBN",2004,42.2222222222222,99.5
"LBY",2005,42.2222222222222,122
"SLB",2011,42.2222222222222,130.5
"SLB",2012,42.2222222222222,130
"SDN",2009,42.2222222222222,124
"TLS",2008,42.2222222222222,123
"VUT",2010,42.2222222222222,124.5
"PSE",2010,42.2222222222222,124.5
"ZWE",2008,42.2222222222222,123
"GNB",2016,42.2222,128
"KIR",2020,42.2222,128
"PLW",2015,42.2222,132
"AGO",2016,42.2221666666667,129.5
"BWA",2016,42.2221666666667,129.5
"COM",2015,42.2221666666667,133
"COM",2018,42.2221666666667,132
"CAF",2016,41.1111333333333,131
"AGO",2004,41.1111111111111,101
"COM",2012,41.1111111111111,131
"COD",2005,41.1111111111111,123
"GAB",2009,41.1111111111111,126
"GNB",2006,41.1111111111111,123
"HTI",2008,41.1111111111111,126
"HTI",2013,41.1111111111111,132
"IRQ",2009,41.1111111111111,126
"IRQ",2010,41.1111111111111,128
"LBY",2007,41.1111111111111,123
"LBY",2008,41.1111111111111,126
"MHL",2008,41.1111111111111,126
"MHL",2009,41.1111111111111,126
"MHL",2010,41.1111111111111,128
"PNG",2010,41.1111111111111,128
"COD",2019,41.1111,131.5
"XKX",2020,41.1111,129
"FSM",2019,41.1111,131.5
"LBY",2010,40.5555555555556,130
"CAF",2004,40,102
"COM",2014,40,134
"DJI",2008,40,128
"DJI",2009,40,129
"ERI",2005,40,125
"GAB",2006,40,124.5
"GAB",2007,40,124
"GAB",2010,40,131.5
"HTI",2009,40,129
"IRQ",2005,40,125
"IRQ",2006,40,124.5
"XKX",2015,40,134
"XKX",2019,40,133
"LBR",2011,40,132
"SLE",2005,40,125
"SLB",2010,40,131.5
"SDN",2013,40,133
"PSE",2009,40,129
"COD",2020,39.9999666666667,130.5
"GAB",2015,39.9999666666667,135
"GAB",2020,39.9999666666667,130.5
"KIR",2016,39.9999666666667,132.5
"KIR",2017,39.9999666666667,132
"KIR",2018,39.9999666666667,133
"KIR",2019,39.9999666666667,134
"TUV",2016,39.9999666666667,132.5
"KNA",2020,39.4444666666667,132
"COG",2020,38.8889,133
"HTI",2016,38.8889,134
"HTI",2005,38.8888888888889,127
"HTI",2006,38.8888888888889,126.5
"HTI",2007,38.8888888888889,125
"HTI",2012,38.8888888888889,132
"LBY",2006,38.8888888888889,126.5
"LBY",2009,38.8888888888889,131
"TKM",2010,38.8888888888889,133
"TKM",2011,38.8888888888889,133
"CAF",2017,38.8888666666667,133
"YEM",2019,38.8888666666667,135
"TUV",2017,38.8888333333333,134
"IRQ",2018,37.7778,134
"SSD",2016,37.7778,135.5
"SYR",2016,37.7778,135.5
"COD",2006,37.7777777777778,128.5
"COD",2007,37.7777777777778,126.5
"COD",2008,37.7777777777778,129.5
"ERI",2004,37.7777777777778,104
"ERI",2007,37.7777777777778,126.5
"ERI",2008,37.7777777777778,129.5
"GNB",2004,37.7777777777778,104
"HTI",2004,37.7777777777778,104
"KIR",2011,37.7777777777778,134.5
"KIR",2012,37.7777777777778,134
"FSM",2012,37.7777777777778,134
"FSM",2013,37.7777777777778,134.5
"PLW",2006,37.7777777777778,128.5
"PNG",2011,37.7777777777778,134.5
"PNG",2012,37.7777777777778,134
"PNG",2013,37.7777777777778,134.5
"MHL",2015,37.7777666666667,136.5
"TUV",2015,37.7777666666667,136.5
"NRU",2020,37.7777333333333,134
"ATG",2005,36.6666666666667,128.5
"ATG",2006,36.6666666666667,130.5
"ATG",2007,36.6666666666667,129.5
"GAB",2008,36.6666666666667,131
"GAB",2012,36.6666666666667,136.5
"HTI",2017,36.6666666666667,135
"IRQ",2020,36.6666666666667,135.5
"KIR",2006,36.6666666666667,130.5
"KIR",2007,36.6666666666667,129.5
"KIR",2010,36.6666666666667,134
"XKX",2018,36.6666666666667,135
"LBY",2012,36.6666666666667,136.5
"MHL",2007,36.6666666666667,129.5
"FSM",2014,36.6666666666667,135.5
"PLW",2005,36.6666666666667,128.5
"PLW",2014,36.6666666666667,135.5
"SDN",2007,36.6666666666667,129.5
"VUT",2020,36.6666666666667,135.5
"CAF",2020,36.6666333333333,137.5
"GNQ",2018,36.6666333333333,136.5
"GNQ",2019,36.6666333333333,136
"GNQ",2020,36.6666333333333,137.5
"GAB",2016,36.6666333333333,137
"GAB",2017,36.6666333333333,136
"GAB",2018,36.6666333333333,136.5
"FSM",2015,35.5555666666667,138
"COD",2010,35.5555555555556,135
"KIR",2008,35.5555555555556,132.5
"KIR",2013,35.5555555555556,136
"KIR",2014,35.5555555555556,137
"LBY",2011,35.5555555555556,136
"SDN",2004,35.5555555555556,106
"SDN",2008,35.5555555555556,132.5
"TLS",2007,35.5555555555556,132
"CAF",2019,35.5555333333333,137
"MHL",2020,35.5555333333333,139
"TKM",2017,35.5555333333333,137
"IRQ",2019,34.4444666666667,138
"SSD",2015,34.4444666666667,139
"AFG",2007,34.4444444444444,134
"COD",2009,34.4444444444444,133
"GNQ",2005,34.4444444444444,130
"GNQ",2014,34.4444444444444,138
"GNB",2007,34.4444444444444,134
"FSM",2008,34.4444444444444,134.5
"FSM",2009,34.4444444444444,133
"PLW",2007,34.4444444444444,134
"PLW",2008,34.4444444444444,134.5
"PLW",2009,34.4444444444444,133
"PLW",2010,34.4444444444444,136
"KIR",2015,34.4444333333333,140
"LBY",2018,34.4444333333333,138.5
"SOM",2020,34.4444333333333,140.5
"TKM",2016,34.4444333333333,138
"TKM",2018,34.4444333333333,138.5
"TKM",2019,34.4444333333333,139
"TKM",2020,34.4444333333333,140.5
"COM",2016,34.4444,139
"GNB",2005,33.3333333333333,131
"GNB",2009,33.3333333333333,136
"KIR",2009,33.3333333333333,136
"XKX",2014,33.3333333333333,139.5
"LBR",2010,33.3333333333333,137
"PLW",2012,33.3333333333333,138
"PLW",2013,33.3333333333333,137
"SLB",2009,33.3333333333333,136
"SDN",2006,33.3333333333333,132
"TKM",2015,33.3333333333333,141
"TUV",2014,33.3333333333333,139.5
"FSM",2016,32.2222333333333,140
"FSM",2017,32.2222333333333,138.5
"SYR",2017,32.2222333333333,138.5
"AFG",2006,32.2222222222222,134
"COD",2004,32.2222222222222,107.5
"GNQ",2009,32.2222222222222,139
"GNQ",2010,32.2222222222222,138.5
"GNQ",2011,32.2222222222222,137.5
"GNQ",2012,32.2222222222222,139.5
"ERI",2009,32.2222222222222,139
"ERI",2010,32.2222222222222,138.5
"ERI",2011,32.2222222222222,137.5
"ERI",2012,32.2222222222222,139.5
"IRQ",2004,32.2222222222222,107.5
"KIR",2005,32.2222222222222,133
"LBR",2009,32.2222222222222,139
"MHL",2005,32.2222222222222,133
"MHL",2006,32.2222222222222,134
"TLS",2005,32.2222222222222,133
"TLS",2006,32.2222222222222,134
"CAF",2018,32.2222,140.5
"MHL",2017,32.2222,140
"MHL",2018,32.2222,140.5
"MHL",2019,32.2222,140
"AFG",2005,31.1111111111111,136
"GNQ",2013,31.1111111111111,138.5
"ERI",2013,31.1111111111111,138.5
"ERI",2014,31.1111111111111,141
"GNB",2008,31.1111111111111,136
"FSM",2006,31.1111111111111,136.5
"FSM",2007,31.1111111111111,136.5
"SLB",2005,31.1111111111111,136
"SLB",2006,31.1111111111111,136.5
"SLB",2007,31.1111111111111,136.5
"SDN",2005,31.1111111111111,136
"ERI",2020,31.1111,142
"GNQ",2006,30,138
"GNQ",2007,30,138
"GNQ",2008,30,137.5
"XKX",2013,30,140.5
"FSM",2005,30,138
"PLW",2011,30,139
"SLE",2004,30,109
"SLB",2008,30,137.5
"SYR",2018,30,142
"TUV",2013,30,140.5
"COM",2017,29.9999666666667,141
"SSD",2014,29.4444444444444,142
"ERI",2016,28.8889,141.5
"MHL",2016,28.8889,141.5
"LBY",2004,28.8888888888889,110
"LBY",2014,28.8888888888889,143
"ERI",2017,28.8888666666667,142
"ERI",2015,27.7778,142
"LBY",2013,27.7777777777778,142
"FSM",2010,27.7777777777778,140
"FSM",2011,27.7777777777778,140
"ERI",2018,27.7777666666667,143
"ERI",2019,27.7777666666667,141.5
"LBY",2019,27.7777666666667,141.5
"YEM",2020,27.7777666666667,143
"SOM",2007,26.6666666666667,139
"SOM",2010,26.6666666666667,141
"SOM",2012,26.6666666666667,141
"SOM",2018,26.6666666666667,144
"SOM",2019,26.6666666666667,143.5
"SYR",2019,26.6666666666667,143.5
"SSD",2013,26.1111111111111,143
"LBY",2020,25.5555666666667,144
"LBR",2008,25.5555555555556,139
"AFG",2004,24.4444444444444,111
"SOM",2009,24.4444444444444,141
"SOM",2013,24.4444444444444,144
"LBR",2005,23.3333333333333,139
"LBR",2006,23.3333333333333,139.5
"SOM",2006,23.3333333333333,139.5
"SOM",2008,23.3333333333333,140
"SOM",2011,23.3333333333333,141
"SOM",2017,23.3333333333333,143
"LBR",2007,22.2222222222222,140
"SOM",2004,22.2222222222222,112
"SOM",2005,22.2222222222222,140
"LBY",2015,22.2222,143
"LBY",2016,22.2222,143
"LBY",2017,22.2222,144
"SYR",2020,22.2222,145
"NRU",2018,20,145
"SOM",2014,20,144
"SOM",2015,20,144
"SOM",2016,20,144
"LBR",2004,16.6666666666667,113
"NRU",2017,16.6666666666667,145
"NRU",2019,16.6666666666667,145
"ATG",2004,NA,NA
"BLZ",2004,NA,NA
"BTN",2004,NA,NA
"CPV",2004,NA,NA
"COM",2004,NA,NA
"DJI",2004,NA,NA
"DMA",2004,NA,NA
"GNQ",2004,NA,NA
"FJI",2004,NA,NA
"GRD",2004,NA,NA
"GUY",2004,NA,NA
"KIR",2004,NA,NA
"XKX",2004,NA,NA
"XKX",2005,NA,NA
"XKX",2006,NA,NA
"XKX",2007,NA,NA
"XKX",2008,NA,NA
"XKX",2009,NA,NA
"XKX",2010,NA,NA
"XKX",2011,NA,NA
"XKX",2012,NA,NA
"MDV",2004,NA,NA
"MHL",2004,NA,NA
"FSM",2004,NA,NA
"NRU",2004,NA,NA
"NRU",2005,NA,NA
"NRU",2006,NA,NA
"NRU",2007,NA,NA
"NRU",2008,NA,NA
"NRU",2009,NA,NA
"NRU",2010,NA,NA
"NRU",2011,NA,NA
"NRU",2012,NA,NA
"NRU",2013,NA,NA
"NRU",2014,NA,NA
"NRU",2015,NA,NA
"NRU",2016,NA,NA
"PLW",2004,NA,NA
"WSM",2004,NA,NA
"STP",2004,NA,NA
"SYC",2004,NA,NA
"SLB",2004,NA,NA
"SSD",2004,NA,NA
"SSD",2005,NA,NA
"SSD",2006,NA,NA
"SSD",2007,NA,NA
"SSD",2008,NA,NA
"SSD",2009,NA,NA
"SSD",2010,NA,NA
"SSD",2011,NA,NA
"SSD",2012,NA,NA
"KNA",2004,NA,NA
"LCA",2004,NA,NA
"VCT",2004,NA,NA
"SUR",2004,NA,NA
"TLS",2004,NA,NA
"TON",2004,NA,NA
"TUV",2004,NA,NA
"TUV",2005,NA,NA
"TUV",2006,NA,NA
"TUV",2007,NA,NA
"TUV",2008,NA,NA
"TUV",2009,NA,NA
"TUV",2010,NA,NA
"TUV",2011,NA,NA
"TUV",2012,NA,NA
"VUT",2004,NA,NA
"PSE",2004,NA,NA
"PSE",2005,NA,NA
"PSE",2006,NA,NA
"PSE",2007,NA,NA
"PSE",2008,NA,NA
